1,21L,22A,22B(BA.5.2.48),22B(BF.7),22B(Other),22C,22D,22E,22F,23A,23B,23C,23D,23E,23F,23G,23H,recombinant
2022-10-02,0.0,0.0,0.05555555555555555,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-09,0.0,0.0,0.14942528735632185,0.0,0.7241379310344828,0.0,0.011494252873563218,0.10344827586206896,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-16,0.012987012987012988,0.0,0.11688311688311688,0.025974025974025976,0.6233766233766234,0.0,0.03896103896103896,0.15584415584415584,0.025974025974025976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-23,0.0,0.0,0.34615384615384615,0.038461538461538464,0.48717948717948717,0.0,0.038461538461538464,0.038461538461538464,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-30,0.008064516129032258,0.0,0.33064516129032256,0.20161290322580644,0.3709677419354839,0.0,0.008064516129032258,0.056451612903225805,0.024193548387096774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-06,0.008547008547008548,0.008547008547008548,0.09401709401709402,0.7521367521367521,0.042735042735042736,0.0,0.017094017094017096,0.06837606837606838,0.008547008547008548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-13,0.0,0.0,0.152317880794702,0.6688741721854304,0.1456953642384106,0.0,0.006622516556291391,0.006622516556291391,0.013245033112582781,0.0,0.0,0.006622516556291391,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-20,0.017937219730941704,0.004484304932735426,0.23318385650224216,0.4349775784753363,0.2556053811659193,0.017937219730941704,0.0,0.03139013452914798,0.004484304932735426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-27,0.0,0.0,0.4954128440366973,0.30275229357798167,0.09785932721712538,0.0,0.01529051987767584,0.07033639143730887,0.01834862385321101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-04,0.0012755102040816326,0.0,0.610969387755102,0.23341836734693877,0.08290816326530612,0.0012755102040816326,0.02295918367346939,0.04081632653061224,0.003826530612244898,0.0,0.0,0.0012755102040816326,0.0,0.0,0.0,0.0,0.0,0.0012755102040816326
2022-12-11,0.0,0.0,0.4094488188976378,0.3674540682414698,0.09448818897637795,0.0,0.03412073490813648,0.06036745406824147,0.028871391076115485,0.0026246719160104987,0.0,0.0026246719160104987,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-18,0.0,0.0,0.640728476821192,0.21688741721854304,0.06622516556291391,0.0,0.019867549668874173,0.04304635761589404,0.004966887417218543,0.0016556291390728477,0.0,0.004966887417218543,0.0,0.0,0.0,0.0,0.0,0.0016556291390728477
2022-12-25,0.0,0.0,0.6348408710217756,0.26549413735343386,0.09128978224455611,0.0,0.002512562814070352,0.0033500837520938024,0.0016750418760469012,0.0,0.0,0.0008375209380234506,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.6382228490832158,0.25952045133991536,0.08956276445698166,0.0,0.00846262341325811,0.004231311706629055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,0.0,0.0,0.6627582356225572,0.2601898380792853,0.07035175879396985,0.0,0.002233389168062535,0.0027917364600781687,0.0011166945840312675,0.0,0.0,0.0005583472920156337,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-15,0.0,0.0,0.6752072343632253,0.2712886209495102,0.05275056518462698,0.0,0.0,0.0007535795026375283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-22,0.0,0.0,0.6573426573426573,0.2738927738927739,0.06876456876456877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-29,0.0,0.0,0.6155115511551155,0.31683168316831684,0.06765676567656766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-05,0.0,0.0,0.6343402225755167,0.2957074721780604,0.06518282988871224,0.0,0.001589825119236884,0.001589825119236884,0.0,0.001589825119236884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-12,0.0,0.0,0.6228209191759112,0.3201267828843106,0.05229793977812995,0.0,0.001584786053882726,0.0,0.003169572107765452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-19,0.0,0.0,0.6366459627329193,0.327639751552795,0.021739130434782608,0.0,0.0015527950310559005,0.0,0.0,0.006211180124223602,0.0,0.0015527950310559005,0.003105590062111801,0.0,0.0,0.0,0.0,0.0015527950310559005
2023-02-26,0.0,0.0,0.6512549537648613,0.2800528401585205,0.05019815059445178,0.0,0.002642007926023778,0.0,0.002642007926023778,0.011889035667107,0.0,0.0,0.001321003963011889,0.0,0.0,0.0,0.0,0.0
2023-03-05,0.0,0.0,0.6010230179028133,0.3375959079283887,0.034526854219948847,0.0,0.0,0.0012787723785166241,0.0025575447570332483,0.01278772378516624,0.0,0.0,0.010230179028132993,0.0,0.0,0.0,0.0,0.0
2023-03-12,0.0,0.0,0.5512630014858841,0.3803863298662704,0.03863298662704309,0.0,0.0029717682020802376,0.0014858841010401188,0.0014858841010401188,0.008915304606240713,0.0,0.0,0.01188707280832095,0.0014858841010401188,0.0,0.0,0.0,0.0014858841010401188
2023-03-19,0.0,0.0,0.5666666666666667,0.375,0.016666666666666666,0.0,0.0,0.006666666666666667,0.006666666666666667,0.008333333333333333,0.006666666666666667,0.0,0.008333333333333333,0.0033333333333333335,0.0,0.0,0.0,0.0016666666666666668
2023-03-26,0.0,0.0,0.5151515151515151,0.3181818181818182,0.020833333333333332,0.0,0.011363636363636364,0.011363636363636364,0.013257575757575758,0.03409090909090909,0.00946969696969697,0.0,0.06439393939393939,0.0,0.0,0.0,0.0,0.001893939393939394
2023-04-02,0.0,0.0,0.44956140350877194,0.24780701754385964,0.013157894736842105,0.0,0.019736842105263157,0.008771929824561403,0.06578947368421052,0.05043859649122807,0.05482456140350877,0.006578947368421052,0.06578947368421052,0.015350877192982455,0.0,0.0,0.0,0.0021929824561403508
2023-04-09,0.0,0.0,0.3355119825708061,0.2788671023965142,0.02832244008714597,0.0,0.037037037037037035,0.0,0.10021786492374728,0.08278867102396514,0.04793028322440087,0.002178649237472767,0.07407407407407407,0.010893246187363835,0.0,0.0,0.0,0.002178649237472767
2023-04-16,0.0,0.0,0.33905579399141633,0.18025751072961374,0.01072961373390558,0.0,0.02575107296137339,0.004291845493562232,0.08798283261802575,0.09656652360515021,0.08583690987124463,0.002145922746781116,0.15021459227467812,0.01072961373390558,0.0,0.0,0.0,0.006437768240343348
2023-04-23,0.0,0.0,0.1514792899408284,0.10059171597633136,0.002366863905325444,0.0,0.022485207100591716,0.001183431952662722,0.11834319526627218,0.14911242603550295,0.20946745562130178,0.002366863905325444,0.1940828402366864,0.036686390532544376,0.005917159763313609,0.0,0.0,0.005917159763313609
2023-04-30,0.0,0.0,0.05461056401074306,0.045658012533572066,0.004476275738585497,0.0,0.03133393017009848,0.0,0.10205908683974933,0.1432408236347359,0.18800358102059087,0.0,0.39033124440465533,0.022381378692927483,0.01521933751119069,0.0,0.0,0.0026857654431512983
2023-05-07,0.0005681818181818182,0.0,0.017613636363636363,0.011931818181818182,0.0,0.0,0.05,0.0,0.1721590909090909,0.1028409090909091,0.21022727272727273,0.0011363636363636363,0.38636363636363635,0.016477272727272726,0.02784090909090909,0.0,0.0,0.002840909090909091
2023-05-14,0.0,0.0,0.008670520231213872,0.008670520231213872,0.0,0.0,0.04190751445086705,0.0,0.15823699421965318,0.12933526011560695,0.2153179190751445,0.0,0.3453757225433526,0.028901734104046242,0.06069364161849711,0.000722543352601156,0.0,0.002167630057803468
2023-05-21,0.0,0.0,0.0020174848688634837,0.0020174848688634837,0.0006724949562878278,0.0,0.04572965702757229,0.0,0.16274377942165433,0.09952925353059852,0.27639542703429726,0.0006724949562878278,0.32683254875588436,0.013449899125756557,0.06321452589105582,0.0,0.0,0.006724949562878279
2023-05-28,0.0,0.0,0.0,0.0007304601899196494,0.0,0.0,0.04163623082542001,0.0,0.16800584368151936,0.09203798392987582,0.2381300219138057,0.0,0.337472607742878,0.017531044558071585,0.10226442658875091,0.0007304601899196494,0.0,0.0014609203798392988
2023-06-04,0.0,0.0,0.0,0.0,0.0008488964346349745,0.0,0.0365025466893039,0.0,0.14855687606112053,0.06876061120543293,0.2920203735144312,0.0,0.2937181663837012,0.00933786078098472,0.1502546689303905,0.0,0.0,0.0
2023-06-11,0.0,0.0,0.0,0.0010570824524312897,0.0010570824524312897,0.0,0.03276955602536998,0.0010570824524312897,0.16596194503171247,0.05179704016913319,0.26744186046511625,0.0,0.23255813953488372,0.008456659619450317,0.23678646934460887,0.0,0.0,0.0010570824524312897
2023-06-18,0.0,0.0,0.0,0.0009643201542912247,0.0009643201542912247,0.0,0.041465766634522665,0.0,0.19286403085824494,0.041465766634522665,0.26325940212150434,0.0,0.18322082931533268,0.020250723240115717,0.2536162005785921,0.0,0.0009643201542912247,0.0009643201542912247
2023-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.033623910336239106,0.0,0.1917808219178082,0.031133250311332503,0.24283935242839352,0.0,0.17683686176836863,0.012453300124533,0.30635118306351183,0.0,0.0049813200498132005,0.0
2023-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.04022191400832178,0.0,0.17475728155339806,0.024965325936199722,0.20110957004160887,0.0,0.14424410540915394,0.015256588072122053,0.39528432732316227,0.0,0.004160887656033287,0.0
2023-07-09,0.0,0.0,0.0014104372355430183,0.0,0.0,0.0,0.022566995768688293,0.0,0.19322990126939352,0.023977433004231313,0.18758815232722145,0.0014104372355430183,0.12129760225669958,0.012693935119887164,0.4301833568406206,0.0,0.005641748942172073,0.0
2023-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.011725293132328308,0.0,0.15912897822445563,0.021775544388609715,0.1658291457286432,0.0,0.10720268006700168,0.01507537688442211,0.5108877721943048,0.0016750418760469012,0.006700167504187605,0.0
2023-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.1234375,0.021875,0.1375,0.0,0.0828125,0.0125,0.584375,0.0,0.021875,0.0
2023-07-30,0.0,0.0,0.0,0.0,0.0016155088852988692,0.0,0.008077544426494346,0.0,0.1470113085621971,0.012924071082390954,0.08723747980613894,0.0,0.08723747980613894,0.009693053311793215,0.6235864297253635,0.0016155088852988692,0.0210016155088853,0.0
2023-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12857142857142856,0.007142857142857143,0.09285714285714286,0.0,0.09285714285714286,0.02142857142857143,0.5571428571428572,0.0,0.1,0.0
